t,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
6100.0,47.9427,101.731,174.98449999999997,278.5948000000001,421.83230000000003,594.2596,790.5149999999999,1006.9160000000002,1239.994,1487.712,1746.4719999999998,2015.8360000000002,2293.2819999999997,2577.71,2867.051,3172.107,3468.684,3764.955,4054.303,4330.512000000001
6150.0,47.78570000000002,101.30100000000004,174.1381,277.202,419.8614,591.6907,787.3500000000001,1003.175,1235.715,1482.9119999999998,1741.191,2010.1190000000001,2287.145,2571.1839999999997,2860.142,3164.5229999999997,3460.814,3756.811,4046.647,4321.795999999999
6200.0,47.64280000000002,100.88039999999995,173.3089,275.8338,417.9176,589.1503,784.2139999999999,999.462,1231.462,1478.134,1735.937,2004.413,2281.014,2564.659,2853.2290000000003,3156.917,3452.9460000000004,3748.6440000000002,4038.875,4313.292
6250.0,47.501599999999996,100.4667,172.4934,274.48310000000004,415.9894999999999,586.63,781.0980000000002,995.7659999999998,1227.2240000000002,1473.369,1730.699,1998.71,2274.881,2558.127,2846.305,3149.2920000000004,3445.054,3740.4449999999997,4030.982,4304.778
6300.0,47.3544,100.05880000000002,171.69099999999997,273.14650000000006,414.0756,584.1262,777.9969999999998,992.086,1222.9979999999998,1468.612,1725.468,1993.005,2268.7419999999997,2551.585,2839.3669999999997,3141.637,3437.112,3732.21,4022.9670000000006,4296.264
6350.0,47.203100000000006,99.65599999999995,170.90000000000003,271.82179999999994,412.1741999999999,581.6374999999999,774.912,988.4169999999999,1218.7820000000002,1463.863,1720.241,1987.3000000000002,2262.599,2545.032,2832.414,3133.938,3429.1259999999997,3723.917,4014.831,4287.728
6400.0,47.049800000000005,99.25809999999996,170.1144,270.5081,410.28460000000007,579.163,771.8389999999999,984.76,1214.576,1459.122,1715.019,1981.5929999999998,2256.4489999999996,2538.468,2825.4460000000004,3126.199,3421.109,3715.5889999999995,4006.5779999999995,4279.156
6450.0,46.89580000000001,98.86500000000001,169.33529999999996,269.20349999999996,408.40599999999995,576.7029,768.779,981.115,1210.3780000000002,1454.386,1709.7990000000002,1975.8850000000002,2250.293,2531.894,2818.464,3118.4519999999998,3413.046,3707.191,3998.2119999999995,4270.571000000001
6500.0,46.74240000000003,98.47640000000001,168.56669999999997,267.90930000000003,406.5363,574.2576,765.731,977.48,1206.188,1449.6570000000002,1704.583,1970.1760000000004,2244.1330000000003,2525.31,2811.469,3110.6929999999998,3404.941,3698.591,3989.665,4261.938999999999
6550.0,46.589999999999975,98.0924,167.80560000000003,266.62469999999996,404.6781,571.8266,762.6959999999999,973.856,1202.006,1444.934,1699.3690000000001,1964.467,2237.968,2518.7180000000003,2804.46,3102.915,3396.8050000000003,3690.055,3981.0170000000007,4253.255
6600.0,46.439099999999996,97.71280000000002,167.05020000000002,265.35069999999996,402.8311,569.4087000000001,759.6719999999998,970.2420000000002,1197.832,1440.213,1694.1589999999999,1958.759,2231.8,2512.1169999999997,2797.44,3095.117,3388.6369999999997,3681.512,3972.2889999999998,4244.504
6650.0,46.28989999999999,97.33760000000001,166.30080000000004,264.08719999999994,400.9951,567.0022,756.6610000000001,966.6379999999999,1193.6670000000001,1435.492,1688.952,1953.0519999999997,2225.629,2505.509,2790.4089999999997,3087.301,3380.439,3672.95,3963.4880000000003,4235.7
6700.0,46.142499999999984,96.9667,165.55849999999998,262.83410000000003,399.17009999999993,564.6062000000001,753.662,963.0450000000001,1189.509,1430.788,1683.749,1947.346,2219.457,2498.895,2783.369,3079.469,3372.2129999999997,3664.358,3954.6150000000007,4226.847
6750.0,45.99689999999998,96.60000000000002,164.8236,261.591,397.356,562.2202,750.675,959.463,1185.361,1426.098,1678.55,1941.612,2213.283,2492.276,2776.321,3071.624,3363.96,3655.7169999999996,3945.679,4217.977
6800.0,45.85289999999998,96.23739999999998,164.096,260.3579000000001,395.5526,559.8439,747.701,955.892,1181.221,1421.4180000000001,1673.355,1935.8869999999997,2207.109,2485.6530000000002,2769.265,3063.767,3355.68,3647.0379999999996,3936.6850000000004,4209.062
6850.0,45.71070000000003,95.87899999999996,163.37579999999997,259.1344,393.75969999999995,557.4776999999999,744.741,952.3310000000001,1177.089,1416.746,1668.165,1930.1680000000001,2200.9339999999997,2479.027,2762.203,3055.902,3347.372,3638.295,3927.6450000000004,4200.091
6900.0,45.5702,95.5249,162.66290000000004,257.92060000000004,391.9774,555.1216999999999,741.7959999999999,948.7820000000002,1172.968,1412.082,1662.979,1924.4560000000001,2194.761,2472.3990000000003,2755.136,3048.0299999999997,3339.0389999999998,3629.508,3918.566,4191.067999999999
6930.0,45.48670000000004,95.31439999999998,162.2387,257.19730000000004,390.913,553.713,740.036,946.6579999999999,1170.499,1409.2879999999998,1659.87,1921.0320000000002,2191.0570000000002,2468.4210000000003,2750.894,3043.304,3334.038,3624.235,3913.1009999999997,4185.63
7001.0,45.36340000000001,95.04109999999997,161.78110000000004,256.36119999999994,389.5752,551.7755,737.45,943.3610000000001,1166.4460000000001,1404.451,1654.245,1914.6279999999997,2183.893,2460.518,2742.277,3033.971,3324.0330000000004,3613.576,3901.879,4173.1810000000005
7050.0,45.21109999999999,94.6329,160.90640000000002,254.89159999999993,387.4483,549.0249,734.064,939.3209999999999,1161.7959999999998,1399.23,1648.4779999999998,1908.3199999999997,2177.099,2453.25,2734.553,3025.4449999999997,3314.944,3604.094,3892.036,4163.317999999999
7100.0,45.07320000000004,94.27910000000003,160.17669999999998,253.6431,385.6053999999999,546.596,731.043,935.684,1157.581,1394.472,1643.197,1902.522,2170.835,2446.533,2727.3990000000003,3017.499,3306.455,3595.234,3882.812,4154.14
7150.0,44.93890000000005,93.93639999999999,159.4742,252.4361,383.81550000000004,544.2257000000001,728.0850000000002,932.114,1153.432,1389.7759999999998,1637.976,1896.7759999999998,2164.623,2439.864,2720.29,3009.5930000000003,3298.0119999999997,3586.4080000000004,3873.6010000000006,4144.975
7200.0,44.8066,93.6001,158.78629999999998,251.24869999999999,382.053,541.8857,725.1580000000001,928.578,1149.315,1385.112,1632.7830000000001,1891.0519999999997,2158.4339999999997,2433.2149999999997,2713.197,3001.701,3289.583,3577.589,3864.3819999999996,4135.776000000001
7250.0,44.67599999999999,93.26859999999999,158.1087,250.07600000000002,380.30920000000003,539.5663000000001,722.251,925.069,1145.221,1380.467,1627.607,1885.357,2152.257,2426.575,2706.1099999999997,2993.816,3281.162,3568.7670000000003,3855.1479999999992,4126.539
7300.0,44.547000000000025,92.94120000000004,157.43960000000004,248.91599999999994,378.5803000000001,537.2634,719.3609,921.5809999999999,1141.144,1375.837,1622.445,1879.6820000000002,2146.088,2419.942,2699.027,2985.938,3272.745,3559.939,3845.901,4117.264999999999
7350.0,44.419399999999996,92.61789999999996,156.7781,247.76639999999998,376.8644999999999,534.9751,716.4848,918.114,1137.0829999999999,1371.221,1617.294,1874.02,2139.926,2413.3129999999996,2691.947,2978.067,3264.333,3551.105,3836.6439999999993,4107.956
7400.0,44.29320000000001,92.29840000000002,156.12399999999997,246.62490000000003,375.1608,532.7000999999999,713.6220999999999,914.6650000000002,1133.036,1366.617,1612.153,1868.3690000000001,2133.771,2406.688,2684.868,2970.2019999999998,3255.9249999999997,3542.267,3827.3770000000004,4098.630999999999
7450.0,44.168499999999995,91.9828,155.4896,245.49259999999992,373.46850000000006,530.4378,710.7724000000001,911.231,1129.004,1362.0259999999998,1607.023,1862.728,2127.621,2400.067,2677.792,2962.3430000000003,3247.523,3533.4120000000003,3818.0820000000003,4089.3009999999995
7500.0,44.0453,91.67099999999999,154.89409999999998,244.37029999999993,371.7872000000001,528.1879,707.9351999999999,907.809,1124.963,1357.4460000000001,1601.9019999999998,1857.0950000000003,2121.478,2393.451,2670.717,2954.493,3239.127,3524.5609999999997,3808.737,4079.934
7550.0,43.92349999999999,91.363,154.2998,243.25779999999997,370.1168,525.9499,705.1107,904.3989999999999,1120.932,1352.879,1596.792,1851.471,2115.342,2386.838,2663.6440000000002,2946.651,3230.738,3515.716,3799.349,4070.571
7600.0,43.803200000000004,91.05860000000001,153.69580000000002,242.15480000000002,368.4569,523.7236,702.2984,900.999,1116.929,1348.323,1591.691,1845.8559999999998,2109.212,2380.231,2656.5730000000003,2938.82,3222.3579999999997,3506.8729999999996,3789.935,4064.3410000000003
7650.0,43.68430000000001,90.75779999999997,153.0858,241.0610999999999,366.80729999999994,521.5088000000001,699.4983,897.6089999999999,1112.955,1343.778,1586.601,1840.25,2103.089,2373.628,2649.506,2930.9990000000003,3213.987,3498.033,3780.49,4057.5330000000004
7700.0,43.5668,90.4606,152.47390000000001,239.97629999999992,365.16790000000003,519.3052,696.7103999999999,894.231,1109.0040000000001,1339.2459999999999,1581.521,1834.652,2096.974,2367.031,2642.442,2923.19,3205.627,3489.194,3771.0220000000004,4050.459
7750.0,43.45069999999998,90.16680000000002,151.8639,238.90049999999997,363.5386,517.1128,693.9345,890.864,1105.072,1334.726,1576.451,1829.063,2090.867,2360.44,2635.383,2915.3920000000003,3197.2780000000002,3480.36,3761.548,4042.992
7800.0,43.33589999999998,89.87650000000002,151.2581,237.83349999999996,361.9192999999999,514.9313,691.1705,887.508,1101.153,1330.22,1571.392,1823.484,2084.768,2353.8549999999996,2628.328,2907.6079999999997,3188.941,3471.531,3752.0860000000002,4035.188
7850.0,43.22249999999997,89.58960000000002,150.6574,236.77510000000007,360.30989999999997,512.7608,688.4183999999999,884.164,1097.246,1325.7289999999998,1566.3439999999998,1817.9139999999998,2078.678,2347.277,2621.279,2899.837,3180.618,3462.71,3742.6340000000005,4027.0969999999998
7900.0,43.1105,89.30580000000003,150.06289999999996,235.72530000000006,358.71029999999996,510.601,685.6781,880.8309999999999,1093.3480000000002,1321.2549999999999,1561.307,1812.355,2072.596,2340.707,2614.235,2892.079,3172.3089999999997,3453.897,3733.1929999999998,4018.7619999999997
7920.0,43.06600000000003,89.19329999999997,149.82690000000002,235.30780000000004,358.07319999999993,509.7401,684.5852,879.501,1091.7920000000001,1319.47,1559.295,1810.1329999999998,2070.166,2338.08,2611.419,2888.981,3168.9900000000002,3450.374,3729.4179999999997,4015.367
8001.0,43.01710000000003,88.92320000000001,149.3985,234.485,356.726,507.79290000000003,681.9428,876.0929999999998,1087.5659999999998,1314.3860000000002,1553.341,1803.3149999999996,2062.4900000000002,2329.579,2602.1130000000003,2878.889,3158.1349999999998,3438.778,3717.1049999999996,4002.4350000000004
8050.0,42.85300000000001,88.60129999999998,148.65210000000002,233.17450000000002,354.7588999999999,505.18820000000005,678.7017000000001,872.21,1083.075,1309.2930000000001,1547.652,1797.0790000000002,2055.7140000000004,2322.292,2594.333,2870.398,3149.0730000000003,3429.189,3706.876,3993.1190000000006
8100.0,42.73449999999997,88.31910000000005,148.0414,232.08550000000002,353.09220000000005,502.9415,675.8644,868.7729999999999,1079.068,1304.724,1542.517,1791.424,2049.544,2315.636,2587.211,2862.59,3140.719,3420.3269999999998,3697.3920000000003,3984.402
8150.0,42.62269999999995,88.04520000000002,147.45569999999998,231.0362,351.47979999999995,500.7583000000001,673.0966,865.4089999999999,1075.133,1300.2269999999999,1537.4569999999999,1785.839,2043.442,2309.045,2580.149,2854.848,3132.4309999999996,3411.526,3687.963,3975.5380000000005
8200.0,42.51420000000002,87.77620000000002,146.88390000000004,230.00889999999998,349.89480000000003,498.6069,670.3639000000001,862.0819999999999,1071.233,1295.7649999999999,1532.4370000000001,1780.288,2037.371,2302.484,2573.116,2847.1389999999997,3124.178,3402.755,3678.558,3966.527
8250.0,42.408000000000015,87.51100000000002,146.32240000000002,228.9966,348.328,496.47659999999996,667.6546,858.78,1067.357,1291.324,1527.448,1774.7599999999998,2031.3220000000001,2295.9410000000003,2566.099,2839.455,3115.9489999999996,3394.211,3669.17,3957.385
8300.0,42.303499999999985,87.24900000000002,145.76909999999998,227.99599999999998,346.77560000000005,494.36259999999993,664.9638,855.4970000000001,1063.5,1286.8990000000001,1522.482,1769.25,2025.2890000000002,2289.413,2559.0969999999998,2831.791,3107.742,3385.614,3659.794,3948.13
8350.0,42.20060000000001,86.99010000000004,145.223,227.0054,345.23569999999995,492.26289999999995,662.2889,852.232,1059.6589999999999,1282.488,1517.535,1763.7590000000002,2019.2710000000002,2282.897,2552.106,2824.145,3099.556,3377.001,3650.409,3938.7790000000005
8400.0,42.099099999999964,86.73410000000001,144.6837,226.0235,343.70730000000003,490.1761,659.6287000000001,848.982,1055.833,1278.091,1512.602,1758.286,2013.2669999999998,2276.3940000000002,2545.127,2816.5159999999996,3091.389,3368.3810000000003,3641.046,3929.344
8450.0,41.99889999999999,86.49170000000004,144.15109999999999,225.0503,342.1902,488.1015,656.9823,845.7470000000001,1052.022,1273.706,1507.6809999999998,1752.833,2007.277,2269.902,2538.158,2808.905,3083.242,3359.762,3631.7070000000003,3919.84
8500.0,41.8999,86.2518,143.6248,224.08529999999996,340.6854000000001,486.0386,654.3491,842.5259999999998,1048.226,1269.335,1502.769,1747.401,2001.301,2263.4230000000002,2531.201,2801.311,3075.113,3351.149,3622.386,3910.2789999999995
8550.0,41.80220000000003,86.01210000000003,143.1046,223.12780000000004,339.1903,483.9871999999999,651.7286,839.3190000000002,1044.443,1264.977,1497.8680000000002,1741.984,1995.3359999999998,2256.956,2524.254,2793.735,3067.004,3342.545,3613.0820000000003,3900.67
8600.0,41.705700000000036,85.77239999999995,142.59029999999996,222.17729999999995,337.7044000000001,481.947,649.1205,836.126,1040.673,1260.632,1492.9769999999999,1736.5800000000002,1989.3799999999997,2250.5009999999997,2517.318,2786.175,3058.913,3333.9530000000004,3603.794,3891.023
8650.0,41.610299999999995,85.53340000000003,142.08189999999996,221.23709999999994,336.2278,479.918,646.5248,832.9459999999999,1036.9170000000001,1256.299,1488.097,1731.1850000000002,1983.4570000000003,2244.059,2510.393,2778.633,3050.866,3325.375,3594.524,3881.3469999999998
8700.0,41.516200000000026,85.29560000000004,141.57939999999996,220.30640000000005,334.7602999999999,477.8999,643.9411,829.778,1033.173,1251.98,1483.228,1725.7990000000002,1977.5610000000001,2237.631,2503.48,2771.109,3042.889,3316.8109999999997,3585.274,3871.648
8750.0,41.42309999999998,85.05959999999999,141.08279999999996,219.382,333.302,475.89239999999995,641.3688,826.624,1029.442,1247.673,1478.371,1720.422,1971.6840000000002,2231.22,2496.579,2763.605,3034.953,3308.264,3576.046,3861.932
8800.0,41.331200000000024,84.82580000000002,140.5919,218.4642,331.8529,473.8954,638.8079,823.481,1025.724,1243.379,1473.525,1715.0529999999999,1965.8200000000002,2224.828,2489.6910000000003,2756.1220000000003,3027.037,3299.7349999999997,3566.846,3852.2070000000003
8850.0,41.24029999999999,84.59440000000001,140.10650000000004,217.55610000000001,330.413,471.90840000000003,636.2583000000001,820.3519999999999,1022.019,1239.098,1468.691,1709.694,1959.9650000000001,2218.456,2482.8160000000003,2748.665,3019.134,3291.225,3557.6789999999996,3842.4609999999993
8900.0,41.150499999999965,84.3657,139.6264,216.65659999999997,328.98260000000005,469.93129999999996,633.7199,817.2340000000002,1018.326,1234.829,1463.8690000000001,1704.345,1954.118,2212.101,2475.958,2741.233,3011.235,3282.737,3548.545,3832.6720000000005
8910.0,41.1327,84.3202,139.53109999999998,216.47770000000003,328.6977999999999,469.53700000000003,633.2136,816.6120000000001,1017.5889999999999,1233.977,1462.906,1703.276,1952.949,2210.832,2474.5879999999997,2739.75,3009.659,3281.043,3546.721,3830.71
9001.0,41.10789999999997,84.0824,139.11610000000002,215.69439999999997,327.3609,467.56630000000007,630.5346,813.133,1013.2370000000001,1228.7060000000001,1456.6950000000002,1696.1149999999998,1944.862,2201.826,2464.691,2728.996,2998.0710000000004,3268.638,3533.528,3816.7249999999995
9050.0,40.95820000000003,83.81469999999996,138.5063,214.5417,325.5534,465.1097,627.4454,809.406,1008.8879999999999,1223.74,1451.143,1690.0079999999998,1938.228,2194.667,2457.0159999999996,2720.733,2989.357,3259.2889999999998,3523.5150000000003,3805.9860000000003
9100.0,40.85970000000003,83.5856,138.01209999999998,213.6035,324.05499999999995,463.0347999999999,624.7952,806.1690000000001,1005.0709999999999,1219.349,1446.202,1684.544,1932.2689999999998,2188.214,2450.087,2713.238,2981.442,3250.7740000000003,3514.3509999999997,3796.08
9150.0,40.76819999999998,83.36410000000001,137.5385,212.70340000000004,322.6107999999999,461.02639999999997,622.2195,803.011,1001.336,1215.0410000000002,1441.3429999999998,1679.1599999999999,1926.386,2181.8329999999996,2443.2360000000003,2705.816,2973.599,3242.3410000000003,3505.257,3786.109
9200.0,40.67990000000003,83.14680000000004,137.07600000000002,211.822,321.1934,459.0507,619.6807,799.892,997.642,1210.774,1436.5240000000001,1673.814,1920.538,2175.486,2436.422,2698.4269999999997,2965.785,3233.948,3496.2000000000003,3776.206
9250.0,40.59379999999999,82.93259999999998,136.62109999999996,210.95320000000004,319.79269999999997,457.0962999999999,617.1659999999999,796.8000000000002,993.9739999999999,1206.533,1431.732,1668.4930000000002,1914.714,2169.158,2429.6270000000004,2691.0609999999997,2957.989,3225.582,3487.169,3766.3370000000004
9300.0,40.509199999999964,82.721,136.1725,210.0947,318.4045,455.15819999999997,614.6699,793.729,990.328,1202.3139999999999,1426.961,1663.192,1908.908,2162.8469999999998,2422.846,2683.7129999999997,2950.204,3217.235,3478.162,3756.481
9350.0,40.42610000000002,82.51190000000003,135.72950000000003,209.2461,317.02779999999996,453.2341,612.1897,790.675,986.6990000000001,1198.114,1422.2079999999999,1657.9080000000001,1903.118,2156.551,2416.077,2676.38,2942.43,3208.905,3469.178,3746.652
9400.0,40.3442,82.30529999999999,135.29160000000002,208.4069,315.6624999999999,451.3225,609.7239,787.636,983.087,1193.931,1417.4730000000002,1652.6399999999999,1897.3430000000003,2150.267,2409.319,2669.062,2934.6659999999997,3200.591,3460.216,3736.849
9450.0,40.26340000000005,82.101,134.8585,207.57670000000002,314.3076,449.4227000000001,607.2715000000001,784.613,979.491,1189.7640000000001,1412.753,1647.3880000000001,1891.583,2143.997,2402.571,2661.76,2926.914,3192.293,3451.278,3727.07
9500.0,40.183599999999956,81.89909999999998,134.4305,206.7538,312.9629,447.5341000000001,604.8319,781.604,975.9100000000001,1185.612,1408.048,1642.15,1885.8360000000002,2137.74,2395.835,2654.473,2919.174,3184.012,3442.362,3717.3130000000006
9550.0,40.10480000000001,81.6997,134.0075,205.93870000000004,311.62800000000004,445.6563,602.4046,778.6089999999999,972.3429999999998,1181.475,1403.358,1636.9270000000001,1880.103,2131.496,2389.1099999999997,2647.201,2911.447,3175.749,3433.4700000000003,3707.579
9600.0,40.02690000000001,81.50259999999997,133.5894,205.13160000000005,310.30269999999996,443.789,599.9892,775.627,968.79,1177.3529999999998,1398.683,1631.717,1874.3829999999998,2125.265,2382.396,2639.9449999999997,2903.733,3167.503,3424.6020000000003,3697.867
9650.0,39.95009999999996,81.30779999999999,133.17610000000002,204.33210000000003,308.9869,441.93190000000004,597.5856,772.6580000000001,965.251,1173.2450000000001,1394.022,1626.5220000000002,1868.6770000000001,2119.047,2375.695,2632.704,2896.034,3159.275,3415.7580000000003,3688.1770000000006
9700.0,39.8741,81.11529999999999,132.7677,203.5401,307.6817,440.08489999999995,595.1935000000001,769.702,961.7249999999999,1169.151,1389.375,1621.341,1862.984,2112.8419999999996,2369.0069999999996,2625.4790000000003,2888.348,3151.0649999999996,3406.937,3678.5110000000004
9750.0,39.79910000000001,80.9246,132.36380000000003,202.75579999999997,306.3868,438.2478,592.8129,766.758,958.213,1165.071,1384.742,1616.173,1857.3050000000003,2106.65,2362.331,2618.269,2880.678,3142.873,3398.14,3668.87
9800.0,39.72489999999999,80.73579999999998,131.96460000000002,201.97909999999996,305.1016000000001,436.42049999999995,590.4436,763.827,954.7139999999999,1161.0040000000001,1380.123,1611.019,1851.6390000000001,2100.4719999999998,2355.668,2611.076,2873.023,3134.701,3389.3669999999997,3659.233
9850.0,39.65159999999997,80.54909999999995,131.5698,201.20979999999997,303.82579999999996,434.6029,588.0853000000001,760.9089999999999,951.2280000000001,1156.952,1375.519,1605.88,1845.9859999999999,2094.308,2349.019,2603.898,2865.383,3126.546,3380.757,3649.6240000000003
9900.0,39.57909999999998,80.36450000000002,131.17949999999996,200.4477,302.5584,432.7949,585.7379000000001,758.002,947.7550000000001,1152.913,1370.928,1600.7540000000001,1840.3470000000002,2088.1569999999997,2342.382,2596.7360000000003,2857.759,3118.4109999999996,3372.187,3640.05
10001.0,39.55029999999999,80.1549,130.7498,199.7194,301.2536,430.8214999999999,583.0339,754.4760000000001,943.3219999999999,1147.514,1364.522,1593.334,1831.9249999999997,2078.7369999999996,2331.9880000000003,2585.407,2845.524,3105.291,3358.2349999999997,3625.174
10200.0,39.20229999999998,79.39069999999998,129.12169999999998,196.41159999999996,295.7092,422.94910000000004,572.8792,741.997,928.51,1130.3229999999999,1345.168,1571.821,1808.339,2053.092,2304.41,2555.7470000000003,2814.024,3071.744,3322.714,3586.277
10400.0,38.93040000000002,78.71010000000001,127.6771,193.5342,290.8065,415.8816999999999,563.6573,730.557,914.817,1114.408,1327.036,1551.56,1786.0320000000002,2028.8160000000003,2278.151,2527.455,2783.905,3039.724,3288.521,3548.805
10600.0,38.67270000000002,78.05990000000003,126.29909999999995,190.7797,286.0697,409.00149999999996,554.6489,719.3589,901.386,1098.783,1309.181,1531.5749999999998,1763.992,2004.8089999999997,2252.1490000000003,2499.448,2754.067,3008.374,3254.639,3511.7529999999997
10800.0,38.427099999999996,77.43790000000001,124.9921,188.1363,281.4796,402.28239999999994,545.8201,708.3646,888.1760000000002,1083.389,1291.565,1511.829,1742.1889999999999,1981.0349999999999,2226.382,2471.701,2724.489,2977.2290000000003,3221.083,3475.1600000000003
10890.0,38.320100000000025,77.1671,124.42400000000004,186.98129999999998,279.4598,399.30909999999994,541.9051999999999,703.4797,882.3010000000002,1076.533,1283.713,1503.02,1732.4530000000002,1970.411,2214.8630000000003,2459.299,2711.263,2963.2729999999997,3206.0919999999996,3458.847
11001.0,38.28929999999997,77.01929999999999,124.04419999999999,186.3175,278.2215,397.36250000000007,539.1989,699.9338999999999,877.825,1071.0539999999999,1277.179,1495.4109999999998,1723.7740000000001,1960.6620000000003,2204.0620000000004,2447.496,2698.4719999999998,2949.533,3191.458,3443.258
11200.0,38.00400000000002,76.3594,122.71100000000001,183.52429999999998,273.31639999999993,390.11699999999996,529.6990999999999,688.1747,863.7829999999999,1054.7759999999998,1258.6519999999998,1474.731,1701.012,1935.915,2177.324,2418.808,2667.9519999999998,2917.3799999999997,3157.0499999999997,3406.338
11400.0,37.7817,75.80129999999997,121.5351,181.12079999999997,269.0326,383.6941999999999,521.1587000000001,677.5008,850.925,1039.745,1241.439,1455.407,1679.6419999999998,1912.5829999999996,2152.033,2391.605,2638.937,2886.692,3124.306,3371.326
11600.0,37.57079999999996,75.269,120.41309999999999,178.8263,264.90409999999997,377.46500000000003,512.8314,667.0663999999999,838.3299999999999,1024.99,1224.512,1436.372,1658.559,1889.5319999999997,2127.022,2364.692,2610.213,2856.261,3091.915,3336.796
11800.0,37.36930000000001,74.7595,119.34179999999998,176.62919999999997,260.9212,371.3995,504.6804000000001,656.8302,825.9540000000002,1010.4660000000001,1207.8300000000002,1417.586,1637.7259999999999,1866.725,2102.261,2338.038,2581.754,2826.0769999999998,3059.845,3302.382
11880.0,37.29110000000003,74.63489999999996,118.92689999999999,175.7765,259.3678,369.0118,501.4661,652.7875,821.0609999999999,1004.7170000000001,1201.222,1410.1380000000001,1629.459,1857.6690000000003,2092.4249999999997,2327.448,2570.442,2814.074,3047.1040000000003,3288.699
12001.0,37.20689999999996,74.55189999999999,118.59379999999999,175.12660000000005,258.22,367.1272,498.7817,649.249,816.577,999.2040000000002,1194.623,1402.4070000000002,1620.598,1847.672,2081.306,2315.2580000000003,2557.191,2799.801,3031.882,3272.5229999999997
12200.0,37.01740000000001,74.08050000000003,117.49549999999999,172.8354,253.93870000000004,360.523,489.9122,638.1749000000001,803.278,983.6890000000001,1176.909,1382.5610000000001,1598.6760000000002,1823.7560000000003,2055.425,2287.496,2527.632,2768.517,2999.223,3237.068
12400.0,36.83789999999999,73.6128,116.53719999999998,170.84999999999997,250.25020000000006,354.7582,482.0348,628.227,791.22,969.502,1160.597,1364.1689999999999,1578.2540000000001,1801.3740000000003,2031.1750000000002,2261.384,2499.698,2738.8759999999997,2968.129,3203.4500000000003
12600.0,36.66479999999996,73.161,115.62299999999999,168.9568,246.7192,349.17359999999996,474.36569999999995,618.5146000000001,779.423,955.596,1144.58,1346.077,1558.133,1779.2889999999998,2007.223,2235.5280000000002,2472.0609999999997,2709.529,2937.248,3170.233
12800.0,36.49849999999998,72.73270000000002,114.7516,167.15430000000003,243.32420000000002,343.74340000000007,466.8713,608.9947,767.8419999999999,941.922,1128.8100000000002,1328.239,1538.269,1757.4599999999998,1983.524,2209.9199999999996,2444.687,2680.446,2906.59,3137.384
12870.0,36.441899999999976,72.58760000000001,114.45570000000004,166.54059999999998,242.16689999999994,341.88329999999996,464.28740000000005,605.7072999999999,763.835,937.1869999999999,1123.345,1322.0520000000001,1531.374,1749.878,1975.2870000000003,2201.016,2435.167,2670.329,2895.917,3125.9719999999998
13001.0,36.33390000000003,72.50569999999999,114.1635,165.9509,241.12979999999993,340.0979000000001,461.6657,602.2047,759.376,931.6819999999998,1116.7269999999999,1314.265,1522.405,1739.714,1963.9390000000003,2188.5249999999996,2421.547,2655.619,2880.209,3109.251
13200.0,36.204200000000014,72.01230000000004,113.25909999999999,164.06870000000004,237.46519999999998,334.16470000000004,453.43719999999996,591.7906,746.789,916.922,1099.817,1295.244,1501.3229999999999,1716.643,1938.9770000000003,2161.658,2392.935,2625.277,2848.2859999999996,3075.257
13400.0,36.05709999999999,71.62440000000004,112.47660000000002,162.43339999999995,234.3456,329.04319999999996,446.22659999999996,582.5359000000001,735.497,903.5619999999999,1084.386,1277.769,1481.844,1695.217,1915.6930000000002,2136.509,2366.072,2596.703,2818.138,3043.161
13600.0,35.91330000000005,71.2561,111.7287,160.8766,231.3684,324.1174,439.23170000000005,573.5203,724.467,890.4860000000001,1069.2569999999998,1260.606,1462.681,1674.106,1892.717,2111.676,2339.4840000000004,2568.434,2788.287,3011.782
13800.0,35.77460000000002,70.90390000000002,111.01310000000001,159.39229999999998,228.51250000000005,319.3582,432.42139999999995,564.6951,713.6479999999999,877.6419999999998,1054.3029999999999,1243.7,1443.78,1653.259,1870.002,2087.114,2313.159,2540.4339999999997,2758.708,2980.716
13860.0,35.73399999999998,70.8012,110.80439999999999,158.96050000000002,227.67859999999996,317.9592,430.4135,562.0822,710.4407,873.8310000000001,1049.885,1238.6750000000002,1438.158,1647.054,1863.2369999999996,2079.7960000000003,2305.311,2532.085,2749.886,2971.436
14001.0,35.64020000000005,70.72370000000001,110.6001,158.4459,226.73179999999996,316.3158000000001,427.8989,558.6428,706.034,868.3709999999999,1043.296,1230.887,1429.1490000000001,1636.799,1851.7349999999997,2067.0989999999997,2291.419,2517.04,2733.7780000000002,2954.278
14200.0,35.52970000000005,70.31119999999999,109.8014,156.8902,223.65249999999997,311.0783,420.3579,548.8806,694.1408,854.3520000000001,1027.203,1212.6789999999999,1408.901,1614.5739999999998,1827.618,2041.129,2263.667,2487.615,2702.779,2921.7549999999997
14400.0,35.406000000000006,69.98929999999996,109.15109999999999,155.5596,221.04520000000002,306.6231,413.8343,540.313,683.5840999999999,841.79,1012.6680000000001,1196.103,1390.353,1594.1000000000001,1805.2910000000002,2016.9950000000003,2237.781,2460.083,2673.697,2891.112
14600.0,35.28490000000005,69.6832,108.53210000000001,154.2928,218.56120000000004,302.35450000000003,407.53970000000004,531.9813,673.2877,829.5150000000001,998.435,1179.846,1372.131,1573.955,1783.2870000000003,1993.1889999999999,2212.2219999999998,2432.868,2644.93,2860.763
